Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
Asia,Indonesia,Fruits,Offline,H,15/09/0015,497875773,02/11/0015,1360,9.33,6.92
Asia,Indonesia,Vegetables,Online,H,16/04/0013,991809928,12/05/0013,7453,154.06,90.93
Asia,India,Vegetables,Offline,M,09/09/0011,337345778,19/10/0011,6967,154.06,90.93
Asia,Indonesia,Vegetables,Online,M,03/12/0011,533868873,13/12/0011,2518,154.06,90.93
Asia,Sri Lanka,Beverages,Online,H,16/11/0012,964834630,21/12/0012,4863,47.45,31.79
Asia,Sri Lanka,Cosmetics,Offline,H,26/12/0012,894230306,27/12/0012,1474,437.2,263.33
Asia,Sri Lanka,Cereal,Offline,H,16/07/0014,290810096,21/08/0014,6025,205.7,117.11
Asia,Sri Lanka,Cosmetics,Online,M,03/01/0016,321405303,11/02/0016,9826,437.2,263.33
Asia,Sri Lanka,Personal Care,Online,H,28/03/0015,593577420,15/04/0015,1604,81.73,56.67
Asia,Sri Lanka,Clothes,Offline,H,19/11/0014,967229735,29/12/0014,3628,109.28,35.84
Asia,Indonesia,Personal Care,Online,M,30/01/0015,632221400,11/03/0015,7217,81.73,56.67
Asia,India,Vegetables,Offline,H,07/02/0011,317094457,13/02/0011,4151,154.06,90.93
Asia,Sri Lanka,Cereal,Offline,H,12/09/0010,952672421,30/09/0010,5795,205.7,117.11
Asia,India,Household,Offline,M,12/12/0016,907126367,24/12/0016,7705,668.27,502.54
Asia,Sri Lanka,Office Supplies,Offline,H,07/08/0011,863874137,26/08/0011,8409,651.21,524.96
Asia,Indonesia,Fruits,Online,M,21/07/0016,841187369,23/08/0016,4890,9.33,6.92
Asia,Sri Lanka,Meat,Online,H,19/07/0014,778613793,05/09/0014,7979,421.89,364.69
Asia,India,Personal Care,Online,M,07/02/0017,313416182,05/03/0017,5668,81.73,56.67
Asia,India,Snacks,Offline,M,14/01/0017,848289430,10/02/0017,6548,152.58,97.44
Asia,Indonesia,Cereal,Offline,H,12/07/0011,971122157,19/08/0011,5482,205.7,117.11
Asia,India,Vegetables,Offline,M,17/05/0016,609362113,06/06/0016,2645,154.06,90.93
Asia,Sri Lanka,Personal Care,Offline,M,11/03/0013,986847198,14/04/0013,8871,81.73,56.67
Asia,India,Cereal,Online,M,06/05/0014,943555915,05/06/0014,8018,205.7,117.11
Asia,India,Baby Food,Online,H,28/05/0013,571706473,06/06/0013,9505,255.28,159.42
Asia,India,Clothes,Online,H,02/08/0010,246152389,07/09/0010,817,109.28,35.84
Asia,Indonesia,Snacks,Offline,H,03/05/0014,896247327,24/05/0014,8355,152.58,97.44
Asia,India,Cosmetics,Online,H,17/02/0014,363135325,25/03/0014,8667,437.2,263.33
Asia,India,Snacks,Online,H,03/07/0011,320336282,04/08/0011,3479,152.58,97.44
Asia,Sri Lanka,Office Supplies,Offline,H,22/12/0015,698060405,06/01/0016,441,651.21,524.96
Asia,Sri Lanka,Cereal,Online,H,30/03/0012,127194058,31/03/0012,8403,205.7,117.11
Asia,India,Office Supplies,Offline,M,03/04/0012,872556769,01/05/0012,7793,651.21,524.96
Asia,Sri Lanka,Beverages,Online,M,27/05/0011,402748334,06/06/0011,1037,47.45,31.79
Asia,Sri Lanka,Snacks,Online,H,15/07/0014,465559661,12/08/0014,8304,152.58,97.44
Asia,India,Baby Food,Offline,H,04/07/0015,539942252,19/08/0015,9766,255.28,159.42
Asia,India,Cereal,Online,M,10/02/0016,461051404,20/02/0016,4211,205.7,117.11
Asia,India,Office Supplies,Online,M,02/06/0017,775923860,30/06/0017,1968,651.21,524.96
Asia,India,Fruits,Online,M,28/12/0012,977039754,21/01/0013,6630,9.33,6.92
Asia,India,Office Supplies,Offline,H,22/09/0016,651527297,28/10/0016,260,651.21,524.96
Asia,Sri Lanka,Beverages,Offline,M,11/11/0012,298660171,14/12/0012,9036,47.45,31.79
Asia,Sri Lanka,Beverages,Offline,H,18/05/0010,752289092,16/06/0010,7915,47.45,31.79
Asia,Sri Lanka,Beverages,Online,M,09/06/0012,719382035,22/07/0012,9985,47.45,31.79
Asia,Indonesia,Office Supplies,Offline,M,18/06/0014,944937789,10/07/0014,6945,651.21,524.96
Asia,India,Vegetables,Offline,M,20/05/0017,799458634,11/06/0017,6431,154.06,90.93
Asia,India,Clothes,Online,H,18/05/0011,227958428,07/06/0011,6820,109.28,35.84
Asia,India,Beverages,Offline,H,25/01/0013,295715749,13/03/0013,7716,47.45,31.79
Asia,India,Clothes,Online,H,25/08/0013,181283700,25/08/0013,4730,109.28,35.84
Asia,Sri Lanka,Cosmetics,Offline,M,13/07/0011,320376622,12/08/0011,5417,437.2,263.33
Asia,Indonesia,Personal Care,Online,M,01/11/0010,890412986,07/11/0010,1844,81.73,56.67
Asia,Indonesia,Snacks,Online,M,07/04/0012,485038077,13/04/0012,2401,152.58,97.44
Asia,India,Household,Offline,H,05/04/0017,160201108,18/05/0017,5923,668.27,502.54
Asia,India,Clothes,Offline,M,08/03/0010,877165019,27/04/0010,1477,109.28,35.84
Asia,India,Cosmetics,Online,M,22/05/0011,125195062,25/05/0011,6856,437.2,263.33
Asia,Sri Lanka,Household,Offline,M,04/03/0012,571071326,06/04/0012,1551,668.27,502.54
Asia,Sri Lanka,Personal Care,Offline,M,01/06/0015,122783219,16/06/0015,3138,81.73,56.67
Asia,Sri Lanka,Office Supplies,Online,M,15/06/0013,497282254,21/06/0013,5725,651.21,524.96
Asia,Sri Lanka,Vegetables,Offline,M,18/10/0015,863042867,03/12/0015,2418,154.06,90.93
Asia,Sri Lanka,Personal Care,Online,M,31/05/0014,769989526,08/06/0014,5866,81.73,56.67
Asia,Sri Lanka,Office Supplies,Offline,H,09/05/0011,529046475,30/05/0011,5464,651.21,524.96
Asia,India,Cereal,Online,H,20/10/0010,192318522,30/11/0010,179,205.7,117.11
Asia,Sri Lanka,Household,Online,M,10/06/0017,641280829,27/07/0017,8103,668.27,502.54
Asia,Indonesia,Cosmetics,Offline,M,03/04/0016,541661870,28/04/0016,8639,437.2,263.33
Asia,India,Clothes,Online,H,16/06/0014,238697135,24/06/0014,4641,109.28,35.84
Asia,Sri Lanka,Cereal,Offline,M,22/03/0017,869864261,25/04/0017,1020,205.7,117.11
Asia,Indonesia,Household,Offline,H,21/11/0011,910523974,28/12/0011,3133,668.27,502.54
Asia,India,Office Supplies,Online,H,01/02/0015,326409661,17/02/0015,727,651.21,524.96
Asia,Sri Lanka,Meat,Online,H,27/06/0013,251689326,08/07/0013,9320,421.89,364.69
Asia,India,Personal Care,Offline,M,22/02/0010,988074576,08/03/0010,2079,81.73,56.67
Asia,Sri Lanka,Baby Food,Offline,H,09/05/0013,571507775,16/06/0013,706,255.28,159.42
Asia,Indonesia,Fruits,Online,M,09/04/0011,782745254,25/04/0011,570,9.33,6.92
Asia,Indonesia,Clothes,Online,H,02/11/0011,771076571,08/12/0011,7547,109.28,35.84
Asia,India,Baby Food,Online,H,21/01/0014,410204875,15/02/0014,7593,255.28,159.42
Asia,Sri Lanka,Clothes,Offline,M,09/12/0010,934379756,13/01/0011,2589,109.28,35.84
Asia,Indonesia,Baby Food,Online,M,06/11/0012,108481681,23/12/0012,995,255.28,159.42
Asia,India,Household,Offline,M,09/11/0015,538420045,09/11/0015,9311,668.27,502.54
Asia,India,Clothes,Offline,M,16/11/0015,526652657,18/11/0015,7080,109.28,35.84
Asia,Indonesia,Household,Offline,M,21/04/0014,329215037,28/05/0014,900,668.27,502.54
Asia,India,Baby Food,Offline,H,23/03/0016,481443059,10/05/0016,8555,255.28,159.42
Asia,India,Office Supplies,Online,H,08/02/0011,229719674,15/03/0011,8011,651.21,524.96
Asia,Sri Lanka,Cereal,Offline,H,09/10/0016,180295360,18/11/0016,2258,205.7,117.11
Asia,India,Personal Care,Offline,M,15/02/0014,184764564,02/04/0014,4795,81.73,56.67
Asia,Sri Lanka,Cereal,Offline,H,10/12/0010,387500083,27/12/0010,8741,205.7,117.11
Asia,Sri Lanka,Cereal,Online,H,20/01/0012,744439017,22/02/0012,4903,205.7,117.11
Asia,Sri Lanka,Beverages,Online,M,11/08/0010,333567512,16/08/0010,8894,47.45,31.79
Asia,Indonesia,Vegetables,Online,M,18/09/0016,910030448,18/09/0016,7087,154.06,90.93
Asia,India,Baby Food,Offline,M,19/10/0014,649371230,19/10/0014,2232,255.28,159.42
Asia,India,Clothes,Offline,M,14/11/0010,779503428,25/12/0010,1242,109.28,35.84
Asia,India,Fruits,Offline,H,17/02/0014,275760543,04/03/0014,2527,9.33,6.92
Asia,India,Personal Care,Offline,H,19/03/0011,246490132,11/04/0011,763,81.73,56.67
Asia,India,Household,Offline,M,09/04/0010,180452430,05/05/0010,8739,668.27,502.54
Asia,India,Vegetables,Online,H,02/09/0016,686829459,29/09/0016,6955,154.06,90.93
Asia,Indonesia,Personal Care,Online,H,29/12/0011,177366387,17/02/0012,5510,81.73,56.67
Asia,India,Office Supplies,Offline,M,22/09/0010,873642528,10/10/0010,9093,651.21,524.96
Asia,Sri Lanka,Personal Care,Online,H,04/09/0015,223785340,20/09/0015,1910,81.73,56.67
Asia,India,Baby Food,Online,M,22/09/0013,268897521,03/11/0013,1607,255.28,159.42
Asia,Sri Lanka,Vegetables,Online,H,16/01/0017,265908896,03/03/0017,7206,154.06,90.93
Asia,Sri Lanka,Snacks,Online,H,19/04/0017,101165473,24/05/0017,5966,152.58,97.44
Asia,Sri Lanka,Baby Food,Offline,H,09/11/0015,106111466,24/12/0015,9596,255.28,159.42
Asia,India,Cosmetics,Online,M,28/07/0013,862607705,25/08/0013,3644,437.2,263.33
Asia,Sri Lanka,Vegetables,Offline,M,26/03/0014,800288617,04/04/0014,2041,154.06,90.93
Asia,Sri Lanka,Household,Offline,H,05/05/0012,556160819,02/06/0012,9200,668.27,502.54
Asia,India,Snacks,Online,H,27/06/0016,891878116,17/07/0016,5409,152.58,97.44
Asia,Sri Lanka,Cosmetics,Offline,M,02/09/0015,858039796,06/09/0015,1898,437.2,263.33
Asia,Sri Lanka,Baby Food,Offline,H,30/11/0013,294093549,16/01/0014,7671,255.28,159.42
Asia,India,Office Supplies,Offline,M,01/02/0014,295674121,12/02/0014,5398,651.21,524.96
Asia,Indonesia,Household,Offline,M,09/05/0017,498171889,28/06/0017,8987,668.27,502.54
Asia,India,Office Supplies,Offline,M,11/03/0014,462516534,04/04/0014,7775,651.21,524.96
Asia,India,Vegetables,Offline,M,30/08/0013,803770768,11/10/0013,2487,154.06,90.93
Asia,India,Personal Care,Online,M,10/03/0013,934973275,05/04/0013,8224,81.73,56.67
Asia,Sri Lanka,Snacks,Online,H,12/10/0010,406031787,02/11/0010,2684,152.58,97.44
Asia,Indonesia,Personal Care,Offline,M,17/07/0016,528133237,29/07/0016,5216,81.73,56.67
Asia,Indonesia,Cosmetics,Offline,M,09/08/0012,586279237,05/09/0012,1909,437.2,263.33
Asia,Sri Lanka,Fruits,Offline,H,01/02/0011,380735766,12/02/0011,7029,9.33,6.92
Asia,Sri Lanka,Vegetables,Online,M,08/03/0012,884125459,11/03/0012,1225,154.06,90.93
Asia,Indonesia,Cereal,Offline,M,25/06/0016,888256919,16/07/0016,3816,205.7,117.11
Asia,Indonesia,Beverages,Offline,M,26/01/0015,319167268,15/02/0015,7542,47.45,31.79
Asia,Indonesia,Vegetables,Online,H,25/05/0013,195955169,29/06/0013,6344,154.06,90.93
Asia,Indonesia,Household,Offline,H,29/10/0013,413108956,10/11/0013,6975,668.27,502.54
Asia,Sri Lanka,Office Supplies,Offline,M,20/06/0016,602399098,02/08/0016,2135,651.21,524.96
Asia,Sri Lanka,Cereal,Offline,M,02/06/0010,863437688,16/06/0010,9254,205.7,117.11
Asia,India,Cereal,Online,H,27/04/0013,393096673,16/06/0013,4896,205.7,117.11
Asia,India,Vegetables,Offline,H,09/05/0015,958902871,18/06/0015,9523,154.06,90.93
Asia,Sri Lanka,Beverages,Online,H,21/06/0016,868144643,24/06/0016,2147,47.45,31.79
Asia,Sri Lanka,Personal Care,Online,H,23/09/0015,275857961,08/11/0015,1356,81.73,56.67
Asia,India,Beverages,Offline,M,11/06/0013,944979417,19/06/0013,9264,47.45,31.79
Asia,Indonesia,Cereal,Online,H,28/11/0010,296463763,17/01/0011,9070,205.7,117.11
Asia,Sri Lanka,Personal Care,Online,M,25/01/0017,301450097,01/02/0017,4637,81.73,56.67
Asia,Indonesia,Beverages,Offline,M,20/07/0013,149124658,06/08/0013,8155,47.45,31.79
Asia,Sri Lanka,Meat,Online,H,07/08/0014,830686414,03/09/0014,7424,421.89,364.69
Asia,Indonesia,Cereal,Offline,H,26/07/0016,782111394,22/08/0016,2997,205.7,117.11
Asia,Sri Lanka,Office Supplies,Offline,H,05/07/0014,802148568,16/08/0014,2442,651.21,524.96
Asia,India,Snacks,Online,M,25/08/0015,180057609,01/09/0015,1903,152.58,97.44
Asia,Indonesia,Fruits,Offline,M,25/04/0014,729643952,23/05/0014,6715,9.33,6.92
Asia,India,Office Supplies,Offline,M,04/08/0016,730277812,21/08/0016,4288,651.21,524.96
Asia,Indonesia,Meat,Online,M,29/08/0011,123433816,06/10/0011,5664,421.89,364.69
Asia,Indonesia,Vegetables,Offline,M,20/02/0014,435121524,03/03/0014,983,154.06,90.93
Asia,Indonesia,Vegetables,Online,H,13/08/0010,572116744,07/09/0010,913,154.06,90.93
Asia,India,Vegetables,Offline,H,12/11/0012,512531793,18/12/0012,8402,154.06,90.93
Asia,Indonesia,Personal Care,Online,M,26/01/0017,186879003,12/03/0017,505,81.73,56.67
Asia,India,Clothes,Online,H,01/10/0016,402313172,13/11/0016,2263,109.28,35.84
Asia,India,Vegetables,Offline,H,14/08/0012,265078914,22/08/0012,1596,154.06,90.93
Asia,Indonesia,Household,Offline,H,11/09/0014,744653165,11/09/0014,8274,668.27,502.54
Asia,Indonesia,Personal Care,Offline,M,10/06/0013,307103765,01/07/0013,7683,81.73,56.67
Asia,Indonesia,Household,Offline,H,28/08/0010,373832404,06/10/0010,4171,668.27,502.54
Asia,Sri Lanka,Beverages,Online,M,18/07/0015,940411508,22/08/0015,7518,47.45,31.79
Asia,Sri Lanka,Baby Food,Offline,H,30/01/0014,672369563,07/03/0014,7950,255.28,159.42
Asia,India,Meat,Online,H,24/04/0014,245461452,08/05/0014,6353,421.89,364.69
Asia,India,Snacks,Online,M,18/12/0011,160834968,19/01/0012,3496,152.58,97.44
Asia,India,Beverages,Offline,H,26/07/0014,168092811,20/08/0014,1253,47.45,31.79
Asia,India,Meat,Offline,H,14/04/0012,626963841,17/05/0012,1388,421.89,364.69
Asia,India,Vegetables,Online,M,13/01/0010,158678901,02/03/0010,5468,154.06,90.93
Asia,India,Baby Food,Online,M,25/03/0016,703501212,12/05/0016,497,255.28,159.42
Asia,India,Clothes,Online,H,02/04/0015,220503175,14/05/0015,644,109.28,35.84
Asia,Indonesia,Beverages,Offline,H,09/06/0016,777108323,15/07/0016,2477,47.45,31.79
Asia,Indonesia,Snacks,Offline,H,27/03/0010,644482314,19/04/0010,5493,152.58,97.44
Asia,Sri Lanka,Meat,Online,H,29/04/0013,995471465,22/05/0013,983,421.89,364.69
Asia,India,Baby Food,Online,M,15/04/0013,638689601,30/05/0013,1301,255.28,159.42
Asia,India,Meat,Online,M,16/02/0015,524933040,11/03/0015,8206,421.89,364.69
Asia,Indonesia,Baby Food,Online,H,07/07/0017,170207250,31/07/0017,6962,255.28,159.42
Asia,India,Meat,Online,H,07/10/0013,511108291,15/10/0013,7156,421.89,364.69
Asia,Sri Lanka,Baby Food,Online,M,12/11/0012,211285388,24/11/0012,2896,255.28,159.42
Asia,Sri Lanka,Cereal,Online,H,27/10/0014,602102982,07/12/0014,4507,205.7,117.11
Asia,Sri Lanka,Beverages,Offline,H,26/09/0016,291204917,01/10/0016,2861,47.45,31.79
Asia,Indonesia,Baby Food,Offline,M,15/02/0015,283865106,15/03/0015,848,255.28,159.42
Asia,Indonesia,Cosmetics,Online,H,01/01/0012,577795302,11/02/0012,1325,437.2,263.33
Asia,India,Cereal,Offline,M,30/04/0014,867948520,06/05/0014,4110,205.7,117.11
Asia,India,Household,Online,H,02/03/0011,944345557,20/03/0011,1691,668.27,502.54
Asia,Indonesia,Beverages,Online,H,08/05/0016,661195695,07/06/0016,1354,47.45,31.79
Asia,Indonesia,Baby Food,Offline,M,10/01/0017,709984862,28/02/0017,9153,255.28,159.42
Asia,Sri Lanka,Office Supplies,Online,H,04/11/0010,858533322,15/12/0010,7943,651.21,524.96
Asia,Indonesia,Fruits,Online,M,18/04/0013,401242864,05/06/0013,5535,9.33,6.92
Asia,India,Cereal,Offline,M,27/09/0011,626865136,12/10/0011,2179,205.7,117.11
Asia,India,Snacks,Online,M,23/09/0014,696440780,02/11/0014,1158,152.58,97.44
Asia,Sri Lanka,Snacks,Offline,M,27/05/0012,742916810,03/07/0012,4448,152.58,97.44
Asia,Indonesia,Personal Care,Offline,H,11/10/0014,923262965,22/10/0014,2883,81.73,56.67
Asia,India,Office Supplies,Offline,M,03/05/0015,883295476,19/05/0015,5615,651.21,524.96
Asia,Indonesia,Beverages,Offline,H,28/06/0012,434825408,07/07/0012,3356,47.45,31.79
Asia,Indonesia,Office Supplies,Offline,M,12/12/0013,152366483,23/01/0014,7483,651.21,524.96
Asia,India,Fruits,Online,H,14/02/0011,392701852,16/03/0011,8060,9.33,6.92
Asia,Sri Lanka,Baby Food,Offline,H,07/01/0016,262329328,09/02/0016,7932,255.28,159.42
Asia,Sri Lanka,Household,Online,M,14/06/0015,999248445,04/07/0015,8675,668.27,502.54
Asia,India,Household,Online,M,25/03/0017,318419253,11/04/0017,6188,668.27,502.54
Asia,India,Baby Food,Offline,H,07/05/0012,266840159,31/05/0012,2788,255.28,159.42
Asia,Indonesia,Household,Online,M,11/10/0013,583094489,14/11/0013,9472,668.27,502.54
Asia,Sri Lanka,Meat,Offline,H,23/04/0017,414219605,28/04/0017,5641,421.89,364.69
Asia,Indonesia,Beverages,Offline,M,07/06/0014,246843326,13/06/0014,5280,47.45,31.79
Asia,Sri Lanka,Beverages,Offline,H,23/07/0012,589701735,26/07/0012,4703,47.45,31.79
Asia,Sri Lanka,Office Supplies,Offline,H,13/08/0010,599313056,29/08/0010,8906,651.21,524.96
Asia,India,Snacks,Offline,M,16/01/0010,646482598,25/01/0010,7422,152.58,97.44
Asia,Indonesia,Beverages,Online,M,13/09/0014,791961753,22/09/0014,7937,47.45,31.79
Asia,Indonesia,Beverages,Offline,H,26/12/0016,511461484,06/02/0017,1674,47.45,31.79
Asia,India,Office Supplies,Online,M,05/09/0012,451834905,22/09/0012,6844,651.21,524.96
Asia,India,Baby Food,Offline,M,07/01/0012,125532805,17/02/0012,6802,255.28,159.42
Asia,Indonesia,Clothes,Online,H,20/08/0013,130353915,02/10/0013,3475,109.28,35.84
Asia,India,Snacks,Online,H,16/12/0010,585983121,10/01/0011,4282,152.58,97.44
Asia,Sri Lanka,Vegetables,Offline,H,16/06/0014,837450730,20/07/0014,9136,154.06,90.93
Asia,India,Personal Care,Offline,H,14/03/0012,448354041,05/04/0012,6779,81.73,56.67
Asia,India,Office Supplies,Online,H,24/06/0016,404074418,01/07/0016,3455,651.21,524.96
Asia,Sri Lanka,Cosmetics,Online,M,29/12/0016,523269212,05/02/0017,5843,437.2,263.33
Asia,Indonesia,Clothes,Offline,H,22/07/0011,459783685,23/08/0011,9065,109.28,35.84
Asia,Indonesia,Clothes,Online,M,02/08/0013,300339448,16/08/0013,5972,109.28,35.84
Asia,India,Fruits,Offline,H,22/03/0014,391673171,12/04/0014,3650,9.33,6.92
Asia,India,Fruits,Online,H,20/12/0015,820936048,08/02/0016,2074,9.33,6.92
Asia,India,Baby Food,Offline,M,24/12/0010,708899104,01/01/0011,7853,255.28,159.42
Asia,Indonesia,Vegetables,Offline,M,02/11/0012,695427548,29/11/0012,1320,154.06,90.93
Asia,Sri Lanka,Cereal,Offline,H,26/05/0014,960127675,11/07/0014,1970,205.7,117.11
Asia,Indonesia,Vegetables,Offline,M,27/06/0016,650810182,22/07/0016,8050,154.06,90.93
Asia,Indonesia,Household,Online,M,16/10/0015,435417640,29/10/0015,8610,668.27,502.54
Asia,Indonesia,Meat,Online,H,05/11/0010,743962228,04/12/0010,3811,421.89,364.69
Asia,Indonesia,Vegetables,Offline,H,07/07/0015,215120732,04/08/0015,7860,154.06,90.93
Asia,Sri Lanka,Snacks,Offline,H,08/10/0012,948064172,24/11/0012,2111,152.58,97.44
Asia,India,Cosmetics,Online,H,24/02/0010,266445338,28/02/0010,5951,437.2,263.33
Asia,Indonesia,Personal Care,Offline,M,01/10/0011,151971662,24/10/0011,647,81.73,56.67
Asia,Indonesia,Cereal,Online,M,05/06/0015,583390605,11/07/0015,7099,205.7,117.11
Asia,Indonesia,Cosmetics,Offline,M,02/03/0012,956071317,01/04/0012,1603,437.2,263.33
Asia,India,Snacks,Online,M,19/04/0013,864368951,02/06/0013,4836,152.58,97.44
Asia,Sri Lanka,Personal Care,Offline,H,01/06/0013,124009311,09/06/0013,5966,81.73,56.67
Asia,Indonesia,Fruits,Offline,H,24/01/0010,987835538,10/03/0010,1342,9.33,6.92
Asia,India,Baby Food,Online,H,04/07/0016,792735946,05/07/0016,7038,255.28,159.42
Asia,Sri Lanka,Household,Online,M,02/05/0017,537135589,09/06/0017,9212,668.27,502.54
Asia,Sri Lanka,Personal Care,Online,H,05/06/0011,481976926,07/07/0011,6538,81.73,56.67
Asia,Sri Lanka,Clothes,Online,H,27/07/0010,222418916,15/08/0010,7555,109.28,35.84
Asia,Indonesia,Beverages,Online,H,17/08/0010,972545659,02/09/0010,6727,47.45,31.79
Asia,Sri Lanka,Beverages,Online,H,30/04/0015,447365701,12/05/0015,4307,47.45,31.79
Asia,India,Household,Online,M,14/03/0015,477863490,17/04/0015,9281,668.27,502.54
Asia,Indonesia,Fruits,Offline,M,03/12/0011,621243655,03/01/0012,8658,9.33,6.92
Asia,India,Beverages,Online,M,29/06/0015,773767793,12/08/0015,3940,47.45,31.79
Asia,India,Fruits,Online,H,15/12/0013,968612897,03/01/0014,2936,9.33,6.92
Asia,India,Household,Online,H,18/01/0017,789213454,07/02/0017,4654,668.27,502.54
Asia,Sri Lanka,Beverages,Offline,H,09/08/0010,111509358,13/08/0010,6952,47.45,31.79
Asia,India,Beverages,Online,M,14/07/0013,973517262,26/08/0013,4247,47.45,31.79
Asia,India,Cereal,Offline,M,19/04/0011,996657216,07/05/0011,1873,205.7,117.11
Asia,Sri Lanka,Cosmetics,Online,H,24/03/0015,105773723,30/03/0015,9650,437.2,263.33
Asia,Indonesia,Baby Food,Online,M,15/07/0017,380498015,12/08/0017,6673,255.28,159.42
Asia,Indonesia,Snacks,Online,M,22/01/0017,861199653,09/03/0017,6970,152.58,97.44
Asia,India,Snacks,Online,M,16/10/0016,600836551,04/12/0016,9742,152.58,97.44
Asia,Indonesia,Cosmetics,Online,H,31/05/0017,728615272,19/06/0017,2305,437.2,263.33
Asia,Indonesia,Office Supplies,Offline,M,03/03/0016,188302505,26/03/0016,1750,651.21,524.96
Asia,Sri Lanka,Cereal,Online,H,04/11/0012,813619840,12/12/0012,7046,205.7,117.11
Asia,India,Meat,Offline,M,05/06/0010,486742246,15/07/0010,6702,421.89,364.69
Asia,Indonesia,Clothes,Online,H,06/09/0011,552161538,20/10/0011,5724,109.28,35.84
Asia,Sri Lanka,Fruits,Online,H,05/02/0010,178871858,17/02/0010,1012,9.33,6.92
Asia,Indonesia,Cosmetics,Online,M,26/11/0011,633011043,24/12/0011,889,437.2,263.33
Asia,Indonesia,Beverages,Online,H,09/02/0017,603839337,12/02/0017,8333,47.45,31.79
Asia,India,Beverages,Online,M,20/08/0016,294546735,24/09/0016,1779,47.45,31.79
Asia,India,Vegetables,Offline,M,04/03/0014,474283921,25/03/0014,7,154.06,90.93
Asia,Indonesia,Beverages,Offline,H,29/12/0013,616635406,07/01/0014,4974,47.45,31.79
Asia,Sri Lanka,Clothes,Offline,M,31/05/0010,288259208,02/07/0010,1160,109.28,35.84
Asia,Sri Lanka,Personal Care,Offline,H,08/12/0014,294051921,19/12/0014,5353,81.73,56.67
Asia,Sri Lanka,Clothes,Online,H,02/04/0010,747286021,11/05/0010,7395,109.28,35.84
Asia,Indonesia,Cosmetics,Offline,H,17/05/0017,752150046,30/05/0017,6768,437.2,263.33
Asia,India,Fruits,Online,M,05/07/0010,840101611,16/08/0010,3591,9.33,6.92
Asia,Indonesia,Meat,Offline,H,15/02/0010,802461421,14/03/0010,5022,421.89,364.69
Asia,Sri Lanka,Household,Offline,M,11/01/0011,150292384,22/02/0011,3711,668.27,502.54
Asia,Sri Lanka,Cereal,Offline,M,25/01/0014,818820321,07/02/0014,5984,205.7,117.11
Asia,India,Beverages,Offline,M,20/01/0012,189372813,06/02/0012,8479,47.45,31.79
Asia,India,Cosmetics,Offline,M,03/08/0013,850840318,03/09/0013,1412,437.2,263.33
Asia,Sri Lanka,Cosmetics,Online,H,04/05/0013,345828425,12/06/0013,7171,437.2,263.33
Asia,India,Clothes,Online,M,08/09/0013,467181861,06/10/0013,8349,109.28,35.84
Asia,Indonesia,Cereal,Offline,M,06/04/0010,680023515,11/05/0010,2924,205.7,117.11
Asia,Sri Lanka,Cosmetics,Offline,M,06/10/0013,209861886,09/11/0013,1651,437.2,263.33
Asia,Indonesia,Household,Offline,M,07/06/0010,336670291,21/06/0010,7075,668.27,502.54
Asia,India,Beverages,Online,M,08/09/0012,939638602,08/10/0012,8798,47.45,31.79
Asia,Sri Lanka,Office Supplies,Offline,H,14/12/0011,315472257,20/12/0011,4106,651.21,524.96
Asia,India,Baby Food,Offline,M,06/07/0016,114794099,08/07/0016,8980,255.28,159.42
Asia,Sri Lanka,Cereal,Offline,M,15/09/0015,921879804,16/10/0015,3575,205.7,117.11
Asia,India,Clothes,Offline,M,25/07/0013,287429225,08/09/0013,5550,109.28,35.84
Asia,Indonesia,Vegetables,Offline,H,02/03/0017,306412827,21/04/0017,3220,154.06,90.93
Asia,India,Fruits,Offline,M,17/05/0015,356568419,31/05/0015,5374,9.33,6.92
Asia,India,Cosmetics,Offline,H,01/05/0011,751064288,24/05/0011,5468,437.2,263.33
Asia,Sri Lanka,Meat,Online,H,10/08/0016,460951411,16/08/0016,4621,421.89,364.69
Asia,India,Cereal,Offline,H,15/02/0016,227225863,28/02/0016,37,205.7,117.11
Asia,Indonesia,Baby Food,Offline,H,18/11/0013,203057229,17/12/0013,8001,255.28,159.42
Asia,Indonesia,Office Supplies,Offline,H,03/08/0012,138541734,30/08/0012,6433,651.21,524.96
Asia,Indonesia,Cosmetics,Offline,H,02/08/0016,682969224,10/08/0016,4625,437.2,263.33
Asia,India,Baby Food,Offline,H,06/06/0014,837410390,11/07/0014,7198,255.28,159.42
Asia,India,Snacks,Online,M,02/11/0015,153379714,06/11/0015,7321,152.58,97.44
Asia,Indonesia,Baby Food,Online,H,27/03/0013,301861655,05/04/0013,6427,255.28,159.42
Asia,India,Personal Care,Offline,M,16/04/0011,508853518,22/04/0011,9919,81.73,56.67
Asia,Indonesia,Beverages,Online,H,12/08/0015,731462275,06/09/0015,4797,47.45,31.79
Asia,India,Cosmetics,Online,H,16/11/0010,145248973,18/11/0010,1254,437.2,263.33
Asia,Sri Lanka,Baby Food,Offline,M,06/11/0016,530033528,20/12/0016,7554,255.28,159.42
Asia,Indonesia,Vegetables,Online,H,19/05/0013,207722556,21/06/0013,8575,154.06,90.93
Asia,Sri Lanka,Personal Care,Offline,H,30/10/0014,189906680,01/11/0014,6462,81.73,56.67
Asia,India,Fruits,Online,M,02/04/0012,147306334,21/04/0012,73,9.33,6.92
